pacc,rt,accumulator
14,0.4357,1
13,0.6103,1
12,0.4423,1
11,0.4651,1
10,0.4608,2
9,0.4487,1
8,0.3812,2
7,0.29919999999999997,1
6,0.2434,2
5,0.21930000000000002,2
4,0.222,1
3,0.2245,1
2,0.19,1
3,0.266,2
4,0.1978,1
5,0.2282,1
6,0.2248,2
7,0.2145,1
8,0.2299,1
9,0.2246,2
10,0.5488999999999999,2
11,0.37960000000000005,1
12,0.284,1
13,0.19640000000000002,2
14,0.42919999999999997,1
15,0.3895,1
16,0.3415,2
17,0.43589999999999995,1
18,0.48410000000000003,1
19,0.5189,1
20,0.5931000000000001,1
21,0.5962999999999999,1
22,0.5,1
21,0.4435,1
20,0.684,1
19,0.6171,1
18,0.4646,1
17,0.6518999999999999,1
16,0.5243,2
15,0.5808,1
14,0.4161,1
13,0.4721,1
12,0.42219999999999996,1
11,0.5538,1
10,0.524,1
9,0.4883,1
8,0.3674,2
7,0.2755,1
6,0.26880000000000004,2
5,0.214,1
4,0.32589999999999997,1
3,0.2169,2
2,0.2516,2
1,0.2306,2
0,0.29710000000000003,2
0,0.2017,2
0,0.2074,1
0,0.2329,1
0,0.2214,2
0,0.2251,1
1,0.4138,1
2,0.2717,1
3,0.371,1
4,0.31060000000000004,1
5,0.2833,2
6,0.31810000000000005,1
7,0.2417,2
8,0.2089,2
9,0.2165,2
10,0.456,1
11,0.3359,1
12,0.2577,1
13,0.3353,1
14,0.4263,1
15,0.4884,1
16,0.4611,1
17,0.368,2
18,0.5528,1
19,0.49489999999999995,1
20,0.4427,1
21,0.4864,1
22,0.6185,1
23,0.4373,1
22,0.4668,1
21,0.388,1
20,0.564,1
19,0.49310000000000004,1
18,0.4089,1
17,0.4718,1
16,0.572,1
15,0.5768,1
14,0.5881000000000001,1
13,0.6126,1
12,0.5374,1
11,0.609,1
10,0.49339999999999995,1
9,0.5669,1
8,0.2367,1
7,0.2077,1
6,0.1913,2
5,0.3995,2
4,0.209,1
3,0.2934,1
2,0.2179,2
1,0.3115,2
0,0.2434,2
